Filename,Original,Translate
trad_divina_commedia_inferno_3_6.csv,"Noi aggirammo a tondo quella strada,","Siamo andati lungo quella strada curva,"
trad_divina_commedia_inferno_3_6.csv,parlando pi  assai ch i  non ridico ,"con molte pi  chiacchiere di quante ripeto,"
trad_divina_commedia_inferno_3_6.csv,venimmo al punto dove si digrada ,e raggiunse il punto della nostra discesa.
trad_divina_commedia_inferno_3_6.csv,"quivi trovammo Pluto, il gran nemico.","Ed eccoci arrivati su Plutus, il nostro grande nemico."
trad_divina_commedia_inferno_3_7.csv, ," Pape Sat n, Pape Sat n, aleppe! "
trad_divina_commedia_inferno_3_7.csv," ,",Plutus esplode nella sua voce rauca.
trad_divina_commedia_inferno_3_7.csv,cominci  Pluto con la voce chioccia ,"E il saggio cortese, onnisciente,"
trad_divina_commedia_inferno_3_7.csv,"e quel savio gentil, che tutto seppe,","per consolarmi, disse   Non essere sconfitto"
trad_divina_commedia_inferno_3_7.csv,disse per confortarmi   Non ti noccia,"per paura. Per quanto potente egli possa essere,"
trad_divina_commedia_inferno_3_7.csv,"la tua paura  ch , poder ch elli abbia,",Non impedira  che ci arrampichiamo su questa scogliera.
trad_divina_commedia_inferno_3_7.csv,non ci torr  lo scender questa roccia .,Poi si rivolse a quel viso gonfio
trad_divina_commedia_inferno_3_7.csv,"Poi si rivolse a quella  nfiata labbia,","e disse   Silenzio, maledetto lupo!"
trad_divina_commedia_inferno_3_7.csv,"e disse   Taci, maladetto lupo!",Lascia che la tua furia si nutra dentro di te.
trad_divina_commedia_inferno_3_7.csv,consuma dentro te con la tua rabbia., Non senza sanzioni   questo viaggio in fondo alla fossa.
trad_divina_commedia_inferno_3_7.csv,Non   sanza cagion l andare al cupo ,"  voluto in alto, dove Michael"
trad_divina_commedia_inferno_3_7.csv,"vuolsi ne l alto, l  dove Michele",vendic  l orgogliosa ribellione. 
trad_divina_commedia_inferno_3_7.csv,f  la vendetta del superbo strupo .,"Come vele, gonfie dal vento,"
trad_divina_commedia_inferno_3_7.csv,Quali dal vento le gonfiate vele,"cadere in un groviglio quando il mainmast si spezza,"
trad_divina_commedia_inferno_3_7.csv,"caggiono avvolte, poi che l alber fiacca,",cos  cadde a terra quella bestia crudele.
trad_divina_commedia_inferno_3_7.csv,tal cadde a terra la fiera crudele.,"Nel quarto cavo ci siamo fatti strada,"
trad_divina_commedia_inferno_3_7.csv,"Cos  scendemmo ne la quarta lacca,",discendente del declivio sgradevole
trad_divina_commedia_inferno_3_7.csv,pigliando pi  de la dolente ripa,che sfonda in tutto il male dell universo.
trad_divina_commedia_inferno_3_7.csv,che  l mal de l universo tutto insacca.,"Ah, giustizia di Dio, che accumula"
trad_divina_commedia_inferno_3_7.csv,Ahi giustizia di Dio! tante chi stipa,cos  strana punizione e dolore come ho visto l ?
trad_divina_commedia_inferno_3_7.csv,nove travaglie e pene quant io viddi?,E perch  i nostri peccati ci sprecano cos  tanto?
trad_divina_commedia_inferno_3_7.csv,e perch  nostra colpa s  ne scipa?,"Proprio mentre le onde si scontrano sopra Charybdis,"
trad_divina_commedia_inferno_3_7.csv,"Come fa l onda l  sovra Cariddi,","uno che si rompe sull altro quando si incontrano,"
trad_divina_commedia_inferno_3_7.csv,"che si frange con quella in cui s intoppa,",cos  qui le anime si muovono nella loro danza necessaria.
trad_divina_commedia_inferno_3_7.csv,cos  convien che qui la gente riddi.,"Qui i peccatori erano pi  numerosi che altrove,"
trad_divina_commedia_inferno_3_7.csv,"Qui vid i  gente pi  ch altrove troppa,","e loro, con grandi grida, da lati opposti"
trad_divina_commedia_inferno_3_7.csv,"e d una parte e d altra, con grand  urli,",stavano spingendo i fardelli in avanti con il loro petto.
trad_divina_commedia_inferno_3_7.csv,voltando pesi per forza di poppa.,"Si sono schiantati l uno contro l altro, si sono trasformati."
trad_divina_commedia_inferno_3_7.csv,Percot ansi  ncontro  e poscia pur l ,"e battere ritiro, spingendo i loro carichi e gridando "
trad_divina_commedia_inferno_3_7.csv,"si rivolgea ciascun, voltando a retro,", Perch  accumulate?  o  Perch  sperperate? 
trad_divina_commedia_inferno_3_7.csv,gridando   Perch  tieni?  e  Perch  burli? .,Cos  procedettero nel loro triste giro
trad_divina_commedia_inferno_3_7.csv,Cos  tornavan per lo cerchio tetro,"da entrambi i lati verso il punto opposto,"
trad_divina_commedia_inferno_3_7.csv,"da ogne mano a l opposito punto,",schernirsi l un l altro con lo stesso ritornello.
trad_divina_commedia_inferno_3_7.csv,gridandosi anche loro ontoso metro ,"Una volta a quel punto, ogni gruppo   tornato indietro"
trad_divina_commedia_inferno_3_7.csv,"poi si volgea ciascun, quand era giunto,",lungo il suo semicerchio fino al prossimo incontro.
trad_divina_commedia_inferno_3_7.csv,per lo suo mezzo cerchio a l altra giostra.,"E io, il mio cuore trafitto quasi attraverso,"
trad_divina_commedia_inferno_3_7.csv,"E io, ch avea lo cor quasi compunto,","disse   Maestro, ora spiegami"
trad_divina_commedia_inferno_3_7.csv,"dissi   Maestro mio, or mi dimostra","chi sono queste persone. Erano quelli con teste tonsirate,"
trad_divina_commedia_inferno_3_7.csv,"che gente   questa, e se tutti fuor cherci","quelli l  alla nostra sinistra, tutti i chierici? "
trad_divina_commedia_inferno_3_7.csv,questi chercuti a la sinistra nostra ., Tutti loro avevano una mente cosi  stridula.
trad_divina_commedia_inferno_3_7.csv,Ed elli a me   Tutti quanti fuor guerci,"nelle loro prime vite,  disse,"
trad_divina_commedia_inferno_3_7.csv,"s  de la mente in la vita primaia,", non hanno mantenuto alcuna misura nella loro spesa.
trad_divina_commedia_inferno_3_7.csv,che con misura nullo spendio ferci., Le loro voci urlano questo abbastanza chiaro
trad_divina_commedia_inferno_3_7.csv,"Assai la voce lor chiaro l abbaia,",appena raggiungono i punti gemelli sul cerchio
trad_divina_commedia_inferno_3_7.csv,quando vegnono a  due punti del cerchio,dove i peccati opposti li dividono.
trad_divina_commedia_inferno_3_7.csv,dove colpa contraria li dispaia., Questi erano chierici che non avevano il coperchio dei capelli
trad_divina_commedia_inferno_3_7.csv,"Questi fuor cherci, che non han coperchio","sulle loro teste, papi e cardinali,"
trad_divina_commedia_inferno_3_7.csv,"piloso al capo, e papi e cardinali,",in cui l avarizia raggiunge il suo eccesso. 
trad_divina_commedia_inferno_3_7.csv,in cui usa avarizia il suo soperchio .,"E io   Maestro, in un equipaggio come questo"
trad_divina_commedia_inferno_3_7.csv,"E io   Maestro, tra questi cotali",Dovrei riconoscerne almeno un po .
trad_divina_commedia_inferno_3_7.csv,dovre  io ben riconoscere alcuni,che erano stati infedeli con questi reati. 
trad_divina_commedia_inferno_3_7.csv,che furo immondi di cotesti mali .,E lui a me   Voi raccogliete un pensiero vuoto.
trad_divina_commedia_inferno_3_7.csv,Ed elli a me   Vano pensiero aduni ,La vita indiscindibile che li ha resi fallo
trad_divina_commedia_inferno_3_7.csv,"la sconoscente vita che i f  sozzi,",Ora li rende difficili da riconoscere.
trad_divina_commedia_inferno_3_7.csv,ad ogne conoscenza or li fa bruni.,I due gruppi si scontrano per sempre.
trad_divina_commedia_inferno_3_7.csv,In etterno verranno a li due cozzi ,Questi risusciteranno dalla tomba
trad_divina_commedia_inferno_3_7.csv,questi resurgeranno del sepulcro,"con i pugni stretti, questi con i capelli ritagliati."
trad_divina_commedia_inferno_3_7.csv,"col pugno chiuso, e questi coi crin mozzi.", Donazione e cattiva conservazione hanno rubato
trad_divina_commedia_inferno_3_7.csv,Mal dare e mal tener lo mondo pulcro,il mondo giusto da loro e li ha messi a questa litigata.
trad_divina_commedia_inferno_3_7.csv,"ha tolto loro, e posti a questa zuffa ","Per quanto riguarda questo, non apprezzo le parole per esso."
trad_divina_commedia_inferno_3_7.csv,"qual ella sia, parole non ci appulcro."," Ora vedi, figlio mio, che breve scherno"
trad_divina_commedia_inferno_3_7.csv,"Or puoi, figliuol, veder la corta buffa","La fortuna fa dei beni con cui ci fidiamo di lei,"
trad_divina_commedia_inferno_3_7.csv,"d i ben che son commessi a la fortuna,",per la quale la razza degli uomini si ricama.
trad_divina_commedia_inferno_3_7.csv,per che l umana gente si rabuffa ,"Tutto l oro che giace sotto la luna,"
trad_divina_commedia_inferno_3_7.csv,ch  tutto l oro ch   sotto la luna,"o mai fatto, non potrebbe mai dare un momento di riposo"
trad_divina_commedia_inferno_3_7.csv,"e che gi  fu, di quest anime stanche",a una di queste anime stanche. 
trad_divina_commedia_inferno_3_7.csv,non poterebbe farne posare una .," Maestro,  ho detto,  dimmi di pi   questa Fortuna"
trad_divina_commedia_inferno_3_7.csv," Maestro mio , diss io,  or mi d  anche ","chi dici, chi   lei che tiene"
trad_divina_commedia_inferno_3_7.csv,"questa fortuna di che tu mi tocche,",i possedimenti del mondo nelle sue grinfie?
trad_divina_commedia_inferno_3_7.csv,"che  , che i ben del mondo ha s  tra branche? .","E lui a me   O creature stolte,"
trad_divina_commedia_inferno_3_7.csv,"E quelli a me   Oh creature sciocche,",che grande ignoranza ti assilla!
trad_divina_commedia_inferno_3_7.csv,quanta ignoranza   quella che v offende!,Ti faro  mangiare il mio giudizio su di lei 
trad_divina_commedia_inferno_3_7.csv,Or vo  che tu mia sentenza ne  mbocche.,Colui la cui saggezza trascende ogni
trad_divina_commedia_inferno_3_7.csv,"Colui lo cui saver tutto trascende,","ha fatto i cieli e ha dato loro guide,"
trad_divina_commedia_inferno_3_7.csv,fece li cieli e di  lor chi conduce,affinch  tutte le parti riflettano su ogni parte
trad_divina_commedia_inferno_3_7.csv,"s , ch ogne parte ad ogne parte splende,"," in uguale distribuzione della luce. Proprio cos ,"
trad_divina_commedia_inferno_3_7.csv,distribuendo igualmente la luce.,Egli ha ordinato per splendori mondani
trad_divina_commedia_inferno_3_7.csv,Similemente a li splendor mondani,un ministro generale e una guida
trad_divina_commedia_inferno_3_7.csv,ordin  general ministra e duce," che di tanto in tanto sposta quei beni inutili,"
trad_divina_commedia_inferno_3_7.csv,che permutasse a tempo li ben vani,"dalla razza alla razza, da un sangue all altro"
trad_divina_commedia_inferno_3_7.csv,"di gente in gente e d uno in altro sangue,",oltre l intervento dell intelligenza umana.
trad_divina_commedia_inferno_3_7.csv,oltre la difension d i senni umani ," Una sola gente viene a governare, un altra languisce,"
trad_divina_commedia_inferno_3_7.csv,"per ch una gente impera e l altra langue,","secondo il suo giudizio,"
trad_divina_commedia_inferno_3_7.csv,"seguendo lo giudicio di costei,",segreto come un serpente nascosto nell erba.
trad_divina_commedia_inferno_3_7.csv,che   occulto come in erba l angue.,La tua saggezza non pu  resistere contro di lei.
trad_divina_commedia_inferno_3_7.csv,Vostro saver non ha contasto a lei ,"Lei prevede, giudica, mantiene il suo regno,"
trad_divina_commedia_inferno_3_7.csv,"questa provede, giudica, e persegue",come fanno gli altri poteri celesti.
trad_divina_commedia_inferno_3_7.csv,suo regno come il loro li altri d i.,La sua mutabilit  non ammette alcun riposo.
trad_divina_commedia_inferno_3_7.csv,Le sue permutazion non hanno triegue ,"La necessit  la costringe ad essere rapida,"
trad_divina_commedia_inferno_3_7.csv,necessit  la fa esser veloce ,e frequenti sono i cambiamenti nello stato degli uomini.
trad_divina_commedia_inferno_3_7.csv,s  spesso vien chi vicenda consegue., Lei   invidiata da quelli stessi
trad_divina_commedia_inferno_3_7.csv,Quest   colei ch   tanto posta in croce,"che pi  dovrebbe lodarla,"
trad_divina_commedia_inferno_3_7.csv,"pur da color che le dovrien dar lode,",incolpandola e diffamandola ingiustamente.
trad_divina_commedia_inferno_3_7.csv,dandole biasmo a torto e mala voce , Ma   benedetta e non li ascolta.
trad_divina_commedia_inferno_3_7.csv,ma ella s   beata e ci  non ode ,"Felice con le altre creature primarie,"
trad_divina_commedia_inferno_3_7.csv,con l altre prime creature lieta,"Gira la sua sfera, gioendo nella sua beatitudine."
trad_divina_commedia_inferno_3_7.csv,volve sua spera e beata si gode.,Ora dobbiamo scendere all angoscia pi  grande.
trad_divina_commedia_inferno_3_7.csv,Or discendiamo omai a maggior pieta ,Per ogni stella che sorgeva quando partii
trad_divina_commedia_inferno_3_7.csv,gi  ogne stella cade che saliva,"Ora sta affondando, e non dobbiamo indugiare qui. "
trad_divina_commedia_inferno_3_7.csv,"quand io mi mossi, e  l troppo star si vieta .","Abbiamo attraversato il cerchio fino all altra banca,"
trad_divina_commedia_inferno_3_7.csv,Noi ricidemmo il cerchio a l altra riva,accanto ad una sorgente che bolle e scorre
trad_divina_commedia_inferno_3_7.csv,sovr una fonte che bolle e riversa,in un canale che si   tagliato da solo.
trad_divina_commedia_inferno_3_7.csv,per un fossato che da lei deriva.,L acqua era pi  scura del viola pi  profondo.
trad_divina_commedia_inferno_3_7.csv,L acqua era buia assai pi  che persa ,Accompagnato dalle sue onde torbide
trad_divina_commedia_inferno_3_7.csv,"e noi, in compagnia de l onde bige,",Abbiamo iniziato la nostra strana discesa.
trad_divina_commedia_inferno_3_7.csv,intrammo gi  per una via diversa.,"Questo tetro ruscello, una volta raggiunto"
trad_divina_commedia_inferno_3_7.csv,In la palude va c ha nome Stige,"questi pendii maligni, ascen,"
trad_divina_commedia_inferno_3_7.csv,"questo tristo ruscel, quand   disceso",Si sgocciola nella palude chiamata Stige.
trad_divina_commedia_inferno_3_7.csv,al pi  de le maligne piagge grige.,"E io, il mio sguardo trafisso, potevo vedere"
trad_divina_commedia_inferno_3_7.csv,"E io, che di mirare stava inteso,","persone con facce arrabbiate in quella palude,"
trad_divina_commedia_inferno_3_7.csv,"vidi genti fangose in quel pantano,","nudi, i loro corpi sparsi di fango."
trad_divina_commedia_inferno_3_7.csv,"ignude tutte, con sembiante offeso.","Si colpirono a vicenda con le mani,"
trad_divina_commedia_inferno_3_7.csv,"Queste si percotean non pur con mano,","le loro teste, il loro petto e i loro piedi,"
trad_divina_commedia_inferno_3_7.csv,"ma con la testa e col petto e coi piedi,",e si lacerarono a vicenda con i denti.
trad_divina_commedia_inferno_3_7.csv,troncandosi co  denti a brano a brano.,"Il buon padrone disse   Figliolo, ora vedi"
trad_divina_commedia_inferno_3_7.csv,"Lo buon maestro disse   Figlio, or vedi",le anime di coloro che l ira ha superato.
trad_divina_commedia_inferno_3_7.csv,l anime di color cui vinse l ira ,E vorrei che tu lo sapessi per certo.
trad_divina_commedia_inferno_3_7.csv,e anche vo  che tu per certo credi," che si tuffarono sotto queste acque,"
trad_divina_commedia_inferno_3_7.csv,"che sotto l acqua   gente che sospira,","come i tuoi occhi ti diranno, sono anime i cui sospiri"
trad_divina_commedia_inferno_3_7.csv,"e fanno pullular quest acqua al summo,",con le bolle fanno vedere la superficie dell acqua.
trad_divina_commedia_inferno_3_7.csv,"come l occhio ti dice, u  che s aggira.",Nella melma dicono   Siamo stati annebbiati
trad_divina_commedia_inferno_3_7.csv,Fitti nel limo dicon   Tristi fummo,"nell aria dolce che nel sole gioisce,"
trad_divina_commedia_inferno_3_7.csv,"ne l aere dolce che dal sol s allegra,",riempito come eravamo con fumi accidenti.
trad_divina_commedia_inferno_3_7.csv,portando dentro accid oso fummo , Ora siamo annebbiati nel fango nero. 
trad_divina_commedia_inferno_3_7.csv,or ci attristiam ne la belletta negra .,"Quest inno si gongolano nelle loro gozzole,"
trad_divina_commedia_inferno_3_7.csv,"Quest inno si gorgoglian ne la strozza,",perch  non riescono a spargere una parola intera. 
trad_divina_commedia_inferno_3_7.csv,ch  dir nol posson con parola integra .,"Cos  abbiamo fatto il nostro cerchio intorno a quella sporca palude,"
trad_divina_commedia_inferno_3_7.csv,Cos  girammo de la lorda pozza,"stare tra la banca e la palude,"
trad_divina_commedia_inferno_3_7.csv,"grand arco, tra la ripa secca e  l m zzo,",fissare il nostro sguardo su coloro che ingoiano fango.
trad_divina_commedia_inferno_3_7.csv,con li occhi v lti a chi del fango ingozza.,E finalmente siamo arrivati ai piedi di una torre.
trad_divina_commedia_inferno_3_9.csv,Quel color che vilt  di fuor mi pinse,La codardia pallor aveva dipinto sul mio viso
trad_divina_commedia_inferno_3_9.csv,"veggendo il duca mio tornare in volta,",quando ho visto il mio capo tornare indietro
trad_divina_commedia_inferno_3_9.csv,pi  tosto dentro il suo novo ristrinse.,lo fece affrettare a comporre i suoi tratti.
trad_divina_commedia_inferno_3_9.csv,Attento si ferm  com uom ch ascolta ,"Si   fermato, come un uomo intenzionato ad ascoltare,"
trad_divina_commedia_inferno_3_9.csv,ch  l occhio nol potea menare a lunga,per l occhio non poteva sondare lontano
trad_divina_commedia_inferno_3_9.csv,per l aere nero e per la nebbia folta.,attraverso quell aria oscura e la nebbia oscura.
trad_divina_commedia_inferno_3_9.csv," Pur a noi converr  vincer la punga ,"," Ma dobbiamo vincere questo combattimento,  cominci ,"
trad_divina_commedia_inferno_3_9.csv,"cominci  el,  se non ... Tal ne s offerse.",. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .questo aiuto ci   stato promesso . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
